mean,std_dev,min,max,median,label
13988727.587376427,405688204.08200747,-93200.0,12900000000.0,4.77,NEUTRAL
373056613.26889336,11382559417.500284,-2680000000.0,443000000000.0,-10.1,POSITIVE
8171331400.291467,242119362254.06906,-34800000000.0,8290000000000.0,11.0,NEUTRAL
17990332493402.023,528517564179179.6,-55500000.0,1.77e+16,9.51,NEGATIVE
62145023337.4397,1774576876441.31,-76000000000.0,54400000000000.0,-1.066,NEGATIVE
3668804949338.077,106803436878283.19,-4130000000000.0,3350000000000000.0,0.1245,NEGATIVE
406948650174.45685,12071629329276.307,-23600000.0,418000000000000.0,2.0549999999999997,NEGATIVE
566539571200.7406,16598297505897.7,-19800000.0,552000000000000.0,-0.13815,NEGATIVE
15197438.601509644,459414255.6910509,-62900.0,16700000000.0,6.1,NEUTRAL
7074988721483.767,205998395912430.53,-71300000.0,6600000000000000.0,-2.425,NEGATIVE
28234181.90426688,824069979.1098293,-744000.0,27800000000.0,7.12,NEUTRAL
12692144.351320948,368585135.5546777,-56300000.0,11400000000.0,5.7,NEUTRAL
25091989.892791443,722797603.9600338,-356000.0,21400000000.0,12.8,NEUTRAL
62098157.301256105,1809439853.2376225,-329000000.0,53300000000.0,4.81,NEUTRAL
15404687.090872359,436650054.3608727,-78100000.0,13000000000.0,0.9105000000000001,POSITIVE
4837413905.625508,139873734461.02866,-21700000000.0,4080000000000.0,-1.135,POSITIVE
7023100.337721209,204595525.5144795,-14800000.0,6590000000.0,6.71,NEUTRAL
751561677.5235689,22754465462.260574,-3520000000.0,865000000000.0,5.125,POSITIVE
40082399.14684564,1184917183.6411736,-24200000.0,41100000000.0,8.82,NEUTRAL
19858258.286563184,645535840.4552463,-5410000.0,25200000000.0,5.119999999999999,NEUTRAL
4942511.355395842,104633057.11089736,-16400000.0,3160000000.0,-0.221,POSITIVE
5529167.026142692,116187065.34592046,-16400000.0,3230000000.0,-0.6085,POSITIVE
643462749784.3365,18613949509206.2,-3500000000.0,552000000000000.0,-7.87,NEGATIVE
28570288488723.78,1146932858179225.5,-11500000000000.0,4.7e+16,5.33,POSITIVE
976246656159.3824,29790822805510.168,-1040000000000.0,1090000000000000.0,1.48,NEGATIVE
46365554.097064026,1347191260.3193622,-163000000.0,41100000000.0,6.625,NEUTRAL
292446387.7065555,8303168897.046772,-1850000000.0,270000000000.0,10.5,NEUTRAL
50148382.05773875,1485724417.1938217,-285000000.0,50200000000.0,5.085,NEUTRAL
60243618623.132774,1743763952848.8806,-122000000.0,51200000000000.0,-82.8,NEGATIVE
8445815.763456803,248883679.57986286,-875000.0,9120000000.0,0.8665,POSITIVE
26852441805633.453,905867556734971.8,-265000000000.0,3.6e+16,10.3,POSITIVE
6539497.317473442,151611581.0813984,-20600000.0,4800000000.0,-1.59,POSITIVE
140022819672.82568,3207562007025.4316,-177000000000.0,94800000000000.0,-9.25,POSITIVE
885588288285.5854,25702575748360.355,-1140000000000.0,760000000000000.0,-0.4215,NEGATIVE
1496085982052.7786,43440111448882.46,-35400000.0,1360000000000000.0,-0.39199999999999996,NEGATIVE
33189963.08591895,997793351.5018562,-139000000.0,35400000000.0,7.5649999999999995,NEUTRAL
15736102.14580989,465450748.7860742,-30400000.0,16000000000.0,6.01,NEUTRAL
26688643630.539825,782028825070.029,-16200000000.0,25900000000000.0,-70.5,NEGATIVE
4674472422.919024,96348227724.84915,-11600000000.0,2330000000000.0,11.75,NEUTRAL
439407147584.16736,12839162259967.307,-85700000.0,421000000000000.0,1.91,NEGATIVE
9288484.675021857,268596021.1576108,-8010000.0,7960000000.0,6.02,NEUTRAL
12973045.068237761,379974489.3857363,-2240000.0,12800000000.0,3.11,NEUTRAL
510036705984.3642,14776057725955.66,-428000000.0,446000000000000.0,-26.8,NEGATIVE
1711143523796.5657,49548234345557.37,-433000.0,1500000000000000.0,-20.45,NEGATIVE
790764945821.636,22933047741776.92,-14700000.0,706000000000000.0,-0.696,NEGATIVE
221187854236.70108,6577431338392.667,-271000000000.0,228000000000000.0,1.78,POSITIVE
1150014738329.866,33320400450861.26,-214000000000.0,969000000000000.0,0.9895,NEGATIVE
30986702.1145186,910295100.496279,-188000000.0,29700000000.0,7.15,NEUTRAL
2279382875294.383,66684309665043.85,-966000000000.0,2180000000000000.0,-1.94,POSITIVE
481418461925.20654,14133378566050.064,-296000000000.0,477000000000000.0,-76.75,NEGATIVE
17555260.208520934,509345380.6802203,-2230000.0,16100000000.0,3.74,NEUTRAL
30357046.088392876,874420342.1452862,-205000.0,25500000000.0,6.86,NEUTRAL
20782293.03563456,603672407.4652029,-71900000.0,17700000000.0,4.35,NEUTRAL
22331904.363485508,646905230.0077053,-102000000.0,21300000000.0,7.705,NEUTRAL
15475402.77277849,472235210.5747413,-172000.0,17500000000.0,6.279999999999999,NEUTRAL
1645051611146.6006,47725266081799.25,-200000000.0,1480000000000000.0,-0.105,NEGATIVE
427529028230.93604,12360861115724.69,-493000000000.0,374000000000000.0,0.05795,POSITIVE
12305958.8588437,361513300.4962816,-29700.0,12300000000.0,8.61,NEUTRAL
47366320.47880277,1674804435.1784775,-10800000.0,67700000000.0,-6.14,POSITIVE
2325824913297.426,68277239574947.46,-5370000000.0,2290000000000000.0,-1.155,NEGATIVE
426931027257.7998,12366328320720.627,-101000000000.0,362000000000000.0,0.4605,POSITIVE
361965831526.6983,10488653316069.318,-42600000000.0,311000000000000.0,-34.6,NEGATIVE
37003164.65332217,1069288925.1557887,-72200.0,31100000000.0,6.68,NEUTRAL
6566477.674303873,155530400.1743426,-50100000.0,4510000000.0,1.27,POSITIVE
35465425.30387475,1002826034.7698439,-430000.0,30100000000.0,-1.5350000000000001,POSITIVE
23710207.16835242,744312239.9697499,-2200000.0,28500000000.0,4.34,POSITIVE
393271137118.0517,11431262234547.828,-242000000000.0,355000000000000.0,0.5569999999999999,POSITIVE
5326464.039075219,112567127.88963716,-25400000.0,3360000000.0,-1.9,POSITIVE
14741824.100876413,461311103.736471,-480000.0,17600000000.0,6.515000000000001,NEUTRAL
574017503983.7266,16689082370265.176,-249000000.0,529000000000000.0,-0.6735,NEGATIVE
358904097445.07825,10382442627537.836,-91700.0,302000000000000.0,-24.95,NEGATIVE
14106181.12448209,448612016.65525144,-9520000.0,17300000000.0,7.24,NEUTRAL
48148948406.53691,1670031603600.7651,-29300000000.0,67900000000000.0,19.299999999999997,NEUTRAL
7077550.220580258,193121512.13190836,-8160000.0,6450000000.0,4.15,POSITIVE
248880654397.52377,7283011241358.815,-104000.0,239000000000000.0,0.927,NEGATIVE
11087224.25821459,285492890.17413324,-41100000.0,8360000000.0,-0.844,POSITIVE
2227644392.4047403,64460309469.06807,-10900000000.0,2040000000000.0,15.55,NEUTRAL
17521472.827454183,545174737.0962555,-292000.0,20600000000.0,5.6,NEUTRAL
6739931.074103194,194798235.37474248,-67.8,6010000000.0,5.785,NEUTRAL
409007301513.3844,11889142099440.059,-117000000.0,377000000000000.0,-5.359999999999999,NEGATIVE
15977146.381869523,460486590.412633,-111000.0,13400000000.0,4.79,NEUTRAL
22045375.023477085,654380925.6952833,-72400000.0,22700000000.0,4.57,NEUTRAL
114309629074.52965,3340130606740.643,-119000000000.0,108000000000000.0,-80.05,NEGATIVE
410529303.44079053,13537720286.201832,-3280000000.0,543000000000.0,4.72,POSITIVE
2520653167.1512384,71879348232.94963,-10200000000.0,2200000000000.0,5.805,POSITIVE
7078493643199.542,205275360573288.94,-4680000000000.0,6070000000000000.0,3.3600000000000003,NEGATIVE
26625846.55873344,738770287.2625934,-110000000.0,23300000000.0,-1.4449999999999998,POSITIVE
38201467.69966541,1336297850.808085,-251000000.0,53800000000.0,6.755,NEUTRAL
163837841023.22815,4713661994651.953,-3690000000.0,143000000000000.0,7.09,POSITIVE
15021543.392929174,431345442.9459242,-62900000.0,13600000000.0,9.02,NEUTRAL
5746441.6931717815,118318155.98248246,-24600000.0,3680000000.0,-1.94,POSITIVE
10283345.942783304,291697643.315302,-15400000.0,8940000000.0,2.4699999999999998,POSITIVE
1708647175494.1074,50273793526362.82,-210000000000.0,1690000000000000.0,-0.569,POSITIVE
23234474.761744723,672718550.2113073,-66000.0,21400000000.0,11.25,NEUTRAL
15996216.544184936,475231315.3442993,-106000000.0,16600000000.0,3.885,NEUTRAL
11069298.751199076,321678171.37289405,-494000.0,10700000000.0,7.38,NEUTRAL
1027397643729.6554,29898452746886.88,-621000000000.0,944000000000000.0,0.174,NEGATIVE
1247799108.344577,24796168861.717026,-4080000000.0,576000000000.0,14.9,NEUTRAL
30347873.31260973,868840559.6625246,-5760000.0,27200000000.0,0.35250000000000004,POSITIVE
19220029.545697436,571129082.9284261,-29100000.0,19800000000.0,4.97,NEUTRAL
22016765219.67684,628552744561.3793,-14100000.0,20200000000000.0,-218.0,NEGATIVE
15656741830.404018,325362178319.7078,-25300000000.0,8630000000000.0,5.484999999999999,POSITIVE
88958379672.0702,2584957321934.687,-95800000000.0,80100000000000.0,-9.0,NEGATIVE
650659250237.2877,18843446495703.17,-145000000.0,575000000000000.0,-0.646,NEGATIVE
18937909716.55347,429830394763.7415,-44600000000.0,12700000000000.0,-13.149999999999999,POSITIVE
989427982525.784,28788495412603.656,-1350000000000.0,898000000000000.0,2.0949999999999998,NEGATIVE
195614958966.01752,5674136884473.762,-224000000000.0,165000000000000.0,0.636,NEGATIVE
33593958871982.188,975661149442704.6,-1760000.0,3.04e+16,-2.8,POSITIVE
19308928.404317744,558973072.7071592,-106000000.0,16600000000.0,3.6550000000000002,NEUTRAL
7316046192410.217,211961246569799.75,-1910000000000.0,6170000000000000.0,-1.05,NEGATIVE
8743182.919974055,262579469.63770095,-62700000.0,9370000000.0,7.83,NEUTRAL
29565741.997074734,709485045.9792491,-494000.0,22300000000.0,19.2,NEUTRAL
11463126628218.38,331139675363831.3,-4670000000000.0,9660000000000000.0,21.2,NEGATIVE
17356737.45666353,502823253.7082958,-6970.0,16000000000.0,7.875,NEUTRAL
742578561026.812,21495356273181.28,-520000000.0,638000000000000.0,-12.100000000000001,NEGATIVE
11668590.475925853,318769382.18553513,-19600000.0,10200000000.0,5.38,POSITIVE
35181079721.28483,1022490765875.377,-26600000000.0,31900000000000.0,-1.54,NEGATIVE
24054798.572639182,692553501.3612775,-97300000.0,23100000000.0,1.23,POSITIVE
11156117908543.25,321689920090370.7,-8950000000000.0,9660000000000000.0,7.845,NEGATIVE
24453576.56699921,722567545.0732716,-111000000.0,24400000000.0,5.62,NEUTRAL
10718716.423336726,295318589.3230289,-6080000.0,10200000000.0,4.71,POSITIVE
11205380.947725413,329008432.68309283,-11400000.0,11400000000.0,6.6,NEUTRAL
370708692546.40906,10715092296943.21,-86900000.0,320000000000000.0,-121.0,NEGATIVE
57366537.87737183,1664923808.9878786,-300000000.0,51500000000.0,1.275,POSITIVE
4614987335.880268,94428941409.88979,-10200000000.0,2200000000000.0,6.69,POSITIVE
8709519189913.629,252319160065919.06,-20000000.0,7350000000000000.0,0.8454999999999999,NEGATIVE
893758707779.754,25944782501233.223,-412000000000.0,793000000000000.0,-0.1785,NEGATIVE
18612106.37791484,561578817.1338191,-38600000.0,21500000000.0,3.6449999999999996,POSITIVE
15580021.374636305,418704886.99450463,-5580.0,12400000000.0,2.09,POSITIVE
66130991.2420772,1621187500.0287378,-351000000.0,59200000000.0,2.6399999999999997,POSITIVE
10721225648505.596,310968786731729.06,-9460000000000.0,9100000000000000.0,3.58,NEGATIVE
20087646.898616526,583996367.4051869,-140000.0,18900000000.0,6.98,NEUTRAL
1768020957736.8215,60534403044719.32,-386000000000.0,2420000000000000.0,-24.85,POSITIVE
54574834810.335785,1596719315122.3374,-108000000000.0,51900000000000.0,-67.4,NEGATIVE
21149855.66504951,634720479.8280936,-5270000.0,22600000000.0,6.8149999999999995,NEUTRAL
17224346.16013075,351272088.54292905,-23400000.0,9710000000.0,4.67,POSITIVE
1239782243.0944135,35954275354.66647,-4780000000.0,1220000000000.0,4.24,POSITIVE
7979450.0418757135,223215507.04820085,-26300000.0,6620000000.0,11.4,NEUTRAL
15801806.796970658,459764186.1155231,-20700000.0,14700000000.0,4.69,NEUTRAL
21477732.24531938,691932496.3994462,-5330000.0,27200000000.0,2.8,POSITIVE
16440289.898244426,479681034.3429538,-79000000.0,15100000000.0,5.665,NEUTRAL
3967849624221.7476,114963205839558.17,-54000000.0,3470000000000000.0,-42.9,POSITIVE
11187817.97166594,249029004.37714285,-27600000.0,8530000000.0,-4.824999999999999,POSITIVE
11197835.716410544,252435169.80406287,-44300000.0,8760000000.0,-3.135,POSITIVE
16804601.256178863,488765792.68790025,-57200000.0,14900000000.0,4.94,NEUTRAL
9783069.459320066,286363100.9627468,-16200000.0,9470000000.0,8.42,NEUTRAL
66320055780813.25,2708137166229694.5,-14400000000000.0,1.11e+17,0.662,POSITIVE
19464520367.44073,571864894895.3448,-23200000.0,20200000000000.0,-207.0,NEGATIVE
386367955641.5302,11189356094138.174,-505000000.0,340000000000000.0,-130.0,NEGATIVE
71353257151.19421,2086439154788.7214,-108000000000.0,68000000000000.0,-67.80000000000001,NEGATIVE
1076081620361.6794,31231997180433.492,-32700000000.0,963000000000000.0,-2.1,NEGATIVE
854251510498.8595,24762656919298.883,-97700000.0,753000000000000.0,-9.63,NEGATIVE
5092149.977747089,99444341.18189411,-22800000.0,2730000000.0,-6.53,POSITIVE
290341799041.2129,8408412888697.234,-27800000.0,255000000000000.0,-71.15,NEGATIVE
17507620.438830145,575994386.7526562,-96500000.0,22600000000.0,8.785,NEUTRAL
18036112.238566697,524481314.4010281,-64900000.0,15600000000.0,6.21,NEUTRAL
1280816526897.6365,37170195814545.695,-22800000.0,1150000000000000.0,-85.7,POSITIVE
25852221.173331887,862822353.9244298,-24900000.0,34300000000.0,1.835,POSITIVE
639717235.7561011,15477587571.924803,-2200000000.0,519000000000.0,19.4,POSITIVE
71236116291.1893,2132162009088.9268,-33600000000.0,75300000000000.0,-46.7,NEGATIVE
20369130.373325,616533549.365896,-72100000.0,22300000000.0,8.73,NEUTRAL
17189384.242401138,451664060.0906079,-132.0,14900000000.0,-0.09465,POSITIVE
19684540.471696682,562320220.2568094,-40900000.0,16400000000.0,3.89,NEUTRAL
38076855.125880875,1174404259.8436804,-300000000.0,44400000000.0,-0.7655000000000001,POSITIVE
309250679909.46313,8950943444122.701,-70700000.0,260000000000000.0,-64.9,POSITIVE
22573764.214868728,646844229.6491144,-4610000.0,20600000000.0,2.12,POSITIVE
24613586.302473802,459005392.1544417,-315000.0,12500000000.0,3.685,POSITIVE
1406614968.2326107,29695025486.712868,-5000000000.0,770000000000.0,10.8,NEUTRAL
7621713.8393628085,169262449.82988948,-25600000.0,5500000000.0,-3.09,POSITIVE
1027534403724.9979,38051136775664.48,-55700000.0,1550000000000000.0,-134.5,POSITIVE
15436727.38062114,463619406.46806145,-37800.0,16800000000.0,2.68,POSITIVE
20494101.55339038,592885206.0920364,-14300.0,18300000000.0,6.67,NEUTRAL
609193084424093.6,2.4885496226603044e+16,-16800000000.0,1.02e+18,-63.75,NEGATIVE
119108998.4013241,3069305774.31556,-875000000.0,96200000000.0,3.15,NEUTRAL
23395496.987648554,500999855.8811848,-40200000.0,14100000000.0,12.75,NEUTRAL
27922994.233582065,747233353.5540257,-138000000.0,24400000000.0,7.12,POSITIVE
3911119008.8325806,80386002074.1557,-8490000000.0,1820000000000.0,15.0,NEUTRAL
54881658.16734607,1954005369.9250515,-444000000.0,79200000000.0,3.1950000000000003,POSITIVE
20304746.01189493,535433052.8606916,-2430000.0,16700000000.0,0.403,POSITIVE
20520430.683334783,604778005.9249291,-82300000.0,20600000000.0,7.91,NEUTRAL
13267027.759948729,344333826.6221004,-40600000.0,10400000000.0,-1.23,POSITIVE
24006907.978621118,748509060.0972357,-54700000.0,28200000000.0,7.220000000000001,NEUTRAL
22142356.007838644,721865040.9668436,-766000.0,28300000000.0,11.8,NEUTRAL
39894418.935777515,1217464348.9853957,-291000000.0,44800000000.0,1.2850000000000001,POSITIVE
7132116768822.429,206485548200863.66,-22200000.0,6110000000000000.0,-1.44,NEGATIVE
313105511.2329284,6689508506.577251,-16400000.0,191000000000.0,-274.0,NEGATIVE
1049283486709.7146,30570178702150.24,-1700000000000.0,959000000000000.0,2.34,NEGATIVE
2454870861700.9263,71303702206396.67,-3730000000000.0,2160000000000000.0,1.3,NEGATIVE
562410755944.6907,16335797812156.7,-145000000.0,516000000000000.0,1.1335,NEGATIVE
12635738.2866733,365076625.98739576,-222000.0,11200000000.0,8.899999999999999,NEUTRAL
1033434822559.5162,30012734122981.133,-1480000000000.0,902000000000000.0,-15.55,NEGATIVE
100656460153.36354,2919881020371.758,-129000000000.0,85100000000000.0,-89.7,NEGATIVE
25588523.797185257,591746685.6757816,-72000000.0,18700000000.0,7.425000000000001,NEUTRAL
1143946480891.4575,33122675681386.633,-126000000.0,998000000000000.0,0.1262,NEGATIVE
16343852.246856147,477103919.6116734,-121000000.0,15600000000.0,5.4,NEUTRAL
301919695.3365522,7564356953.061097,-82600000.0,250000000000.0,8.38,POSITIVE
485497497056.34625,14039024352271.703,-112000000.0,410000000000000.0,-13.6,NEGATIVE
1476712045558.8027,44839312253384.73,-108000000.0,1630000000000000.0,4.76,NEGATIVE
14237944.951202376,395777916.49154574,-9840000.0,12600000000.0,4.785,POSITIVE
86108973.87446102,2626910868.4775343,-16000000.0,104000000000.0,3.46,POSITIVE
8290054.581370422,259249661.1749506,-6600000.0,10100000000.0,6.025,NEUTRAL
6673094.134212603,191589522.4558438,-252000.0,5770000000.0,6.71,NEUTRAL
64534531438.81788,1871354632264.9668,-24800000000.0,56600000000000.0,-1.04,POSITIVE
2869196413427.2544,83199750421393.58,-749000000000.0,2510000000000000.0,-0.037500000000000006,NEGATIVE
2734314308011.965,79166109738681.72,-58500000.0,2320000000000000.0,-0.4835,NEGATIVE
320201349.4790347,6747201194.916129,-1750000000.0,213000000000.0,11.0,NEUTRAL
10342237.955774346,300864283.0768295,-58200000.0,9440000000.0,5.01,NEUTRAL
14040562.828166045,387615071.99716496,-74600000.0,12800000000.0,6.42,NEUTRAL
28597178.47064134,894559159.8645173,-54800000.0,34400000000.0,4.279999999999999,NEUTRAL
926443474723.9479,26960525556533.418,-1520000000000.0,837000000000000.0,-5.585,NEGATIVE
493015478067.7395,14429747816466.879,-854000000000.0,471000000000000.0,-0.7164999999999999,NEGATIVE
481785454952.0645,14015543058112.764,-21600000.0,443000000000000.0,4.62,NEGATIVE
2907185668779.114,84536396326587.06,-877.0,2670000000000000.0,-7.745,NEGATIVE
2328242500.7214193,66868950665.28408,-9920000000.0,2110000000000.0,4.82,POSITIVE
33805509.729387686,1006906155.183789,-303000.0,35600000000.0,5.85,NEUTRAL
26183738.117492635,765437731.3549279,-184000000.0,24100000000.0,9.7,NEUTRAL
34073770.44715166,1007999519.7222896,-5270000.0,34600000000.0,6.165,NEUTRAL
541528446991.3059,15978481041466.625,-2290000.0,544000000000000.0,1.2,NEGATIVE
22749358.701783456,660187295.6273606,-35600000.0,20900000000.0,8.44,NEUTRAL
8674909812360.029,299423699788922.3,-3240000000000.0,1.2e+16,4.28,POSITIVE
226844042906.5391,6574744915040.248,-97200000000.0,197000000000000.0,-91.3,POSITIVE
41353898.50849365,1187255407.843467,-219000000.0,36500000000.0,-0.0164,POSITIVE
16032069932.9776,336662029112.4312,-34800000000.0,8290000000000.0,15.4,NEUTRAL
1110893660240.0894,32258227953474.1,-582000000000.0,990000000000000.0,2.105,POSITIVE
349938956658.5164,10178277845940.959,-661000000000.0,313000000000000.0,5.91,NEGATIVE
21889954.7552941,575635993.5602064,-21400000.0,17100000000.0,6.085,POSITIVE
589568210391.085,17108621818388.012,-956000000000.0,497000000000000.0,-106.0,NEGATIVE
580341363.2768433,22990122952.04922,-5290000000.0,942000000000.0,1.0385,POSITIVE
24981070.344324447,749879762.1152163,-101000000.0,27000000000.0,3.495,POSITIVE
899261961175.9489,26061530813289.35,-227000000000.0,765000000000000.0,0.9635,NEGATIVE
70525545.21911971,2110436289.4185417,-339000000.0,74500000000.0,1.19,POSITIVE
326137330010.75195,9438388530277.393,-23600000.0,282000000000000.0,2.455,NEGATIVE
1244619771658.616,36345064474857.805,-7620000.0,1180000000000000.0,-3.27,POSITIVE
14267878.905425733,398396685.9006513,-12300000.0,12500000000.0,6.79,POSITIVE
27659256.25533245,808403979.1770403,-64500000.0,26200000000.0,8.605,NEUTRAL
11267470.27663479,324884486.27588004,-45000000.0,11300000000.0,16.8,NEUTRAL
22808148.602811,657762314.7251017,-99400000.0,19900000000.0,4.49,NEUTRAL
135046407692.01277,4026809154376.625,-3690000000.0,143000000000000.0,11.8,POSITIVE
9927971731516.922,400165508843631.75,-434000000.0,1.64e+16,-66.05,POSITIVE
77088227686132.36,2258571348023432.5,-68200000000000.0,7.42e+16,-10.4,POSITIVE
11757859.540337624,332955473.4745614,-63000000.0,10700000000.0,7.88,NEUTRAL
20059847.72624066,596041610.5894434,-139000000.0,20500000000.0,7.59,NEUTRAL
59138986726.8689,1716977652723.2285,-93500000000.0,51400000000000.0,-56.8,NEGATIVE
67419090822.736496,1975108796012.797,-9880000.0,65800000000000.0,-3.8449999999999998,NEGATIVE
36914936256866.734,1083118316805391.0,-265000000000.0,3.6e+16,-0.9410000000000001,POSITIVE
1007759499726.6896,29252210949996.973,-1570000000000.0,858000000000000.0,1.4049999999999998,NEGATIVE
10253898084729.443,297363972661926.2,-10200000000000.0,8750000000000000.0,-4.75,NEGATIVE
13099094.266277554,370464464.7084181,-47500000.0,11800000000.0,7.21,NEUTRAL
19708354989.6389,574046472555.0393,-22500000000.0,18300000000000.0,-89.4,NEGATIVE
26014704.41139149,776411227.7155687,-150000000.0,27400000000.0,4.705,NEUTRAL
22208458.921687312,673096133.5183655,-4950000.0,24800000000.0,7.99,NEUTRAL
473165509.39154273,11030156979.288332,-33700000.0,332000000000.0,-257.0,NEGATIVE
5860252866572.733,172725788781322.2,-3520000000000.0,5830000000000000.0,3.38,NEGATIVE
16926483.477249492,490578526.0404985,-30300000.0,15000000000.0,6.21,NEUTRAL
37747163.27948366,1292914916.6352937,-296000000.0,51600000000.0,6.53,NEUTRAL
358196601151.9248,10366516914481.207,-2380000000.0,318000000000000.0,1.225,NEGATIVE
11333153.427589817,326998382.7933392,-9160000.0,10000000000.0,5.55,NEUTRAL
14248386.379109113,407262643.44216305,-25200.0,12200000000.0,5.6850000000000005,NEUTRAL
7060655.508267288,203382647.51505733,-144000.0,6020000000.0,6.59,NEUTRAL
1019566282315.437,29595208405331.043,-116000000.0,921000000000000.0,-1.525,NEGATIVE
36132224.74511711,1108577988.9322307,-24200000.0,41100000000.0,8.32,NEUTRAL
32022139.24981656,926736681.6455672,-280000.0,28700000000.0,6.96,NEUTRAL
25510099.18170609,732856603.1394757,-40700.0,22600000000.0,7.465,NEUTRAL
215156548486.40283,6306201811090.199,-495000000.0,212000000000000.0,-172.5,NEGATIVE
31059840.15433963,877153615.8557807,-176000000.0,26500000000.0,1.165,POSITIVE
20064750.069402594,583101342.4082326,-71900000.0,17300000000.0,5.68,NEUTRAL
21851208.432814345,629912328.3816315,-12600000.0,23200000000.0,-0.16,POSITIVE
818061234935.009,23731590556373.12,-735000000000.0,714000000000000.0,-83.2,NEGATIVE
10695527.784635467,309283964.13523525,-2330000.0,11000000000.0,2.245,POSITIVE
293684822484.1544,8819052505164.514,-473000000000.0,313000000000000.0,-29.5,POSITIVE
18300205085531.453,611317832741570.0,-1170000.0,2.42e+16,0.10450000000000001,POSITIVE
11295143.472474823,299053538.6407658,-31700000.0,9720000000.0,0.5660000000000001,POSITIVE
20599739.701015428,600032143.5839039,-16900.0,19800000000.0,8.239999999999998,NEUTRAL
11089085241944.885,321936632117916.1,-11000000000000.0,9720000000000000.0,5.29,NEGATIVE
188523190634.9382,5624450781706.733,-89700000000.0,201000000000000.0,-92.5,POSITIVE
13495341.333280042,387870519.45628893,-783000.0,12200000000.0,5.05,NEUTRAL
1219141856.4446323,34999854589.954,-7110000000.0,1200000000000.0,10.2,POSITIVE
435282829066.95435,14093291055792.238,-164000000000.0,549000000000000.0,-87.5,POSITIVE
23476764.962631352,779875774.8353308,-1040000.0,30900000000.0,8.725000000000001,NEUTRAL
26431930.26083158,764254596.1618598,-49000.0,22700000000.0,5.1,NEUTRAL
16067891.241405968,469889492.31097347,-245000.0,16500000000.0,0.963,POSITIVE
1009021441176.0212,29283893284666.94,-1140000000000.0,877000000000000.0,1.52,NEGATIVE
465775549367.103,13793868467036.637,-347000000000.0,473000000000000.0,0.434,NEGATIVE
61764011074.45796,1806555825053.2568,-101000000000.0,58600000000000.0,-58.1,NEGATIVE
464540311368.3117,13512739327683.621,-60200000.0,427000000000000.0,0.0356,POSITIVE
538409726010.58075,15596519124623.795,-108000000.0,476000000000000.0,-0.6739999999999999,NEGATIVE
63066507478.878685,1839857954547.3782,-101000000000.0,58600000000000.0,-56.8,NEGATIVE
392688726.23928225,9158693356.070215,-33700000.0,286000000000.0,-259.0,NEGATIVE
1063810167478.1133,31037749286553.73,-1740000000000.0,988000000000000.0,3.76,NEGATIVE
1259930416968.5942,38250212748606.7,-146000000.0,1390000000000000.0,7.199999999999999,NEGATIVE
1114933505.2317176,31912630744.988304,-5300000000.0,977000000000.0,11.1,NEUTRAL
2110152169850.1616,61611917506076.09,-162000000.0,2010000000000000.0,-7.605,NEGATIVE
8897360.929901255,259137586.80561772,-26200000.0,8310000000.0,4.93,NEUTRAL
19202976.23401718,587983557.343425,-138000000.0,21500000000.0,9.81,NEUTRAL
23922196.307979215,701288408.4733244,-155000000.0,22500000000.0,6.86,NEUTRAL
850964994003.8882,24683640588667.156,-113000000.0,762000000000000.0,-1.74,NEGATIVE
1356332372.0764463,40505166199.680984,-4780000000.0,1440000000000.0,3.535,POSITIVE
5080524.202750948,113674446.90629508,-29700000.0,3760000000.0,-0.8260000000000001,POSITIVE
10556362552082.256,306224317940795.75,-9000000000000.0,9100000000000000.0,3.62,NEGATIVE
17316437.569359913,387952097.51810426,-75500000.0,10900000000.0,0.162,POSITIVE
36342313.2843796,1099622685.9761019,-16500000.0,40100000000.0,6.8,NEUTRAL
503136527799.22815,14575014666862.656,-235000000.0,429000000000000.0,3.115,NEGATIVE
8473660.803597916,235330425.54510558,-13500000.0,8720000000.0,-0.04345,POSITIVE
45090867595728.46,1440068490934526.2,-27600000000000.0,5.54e+16,-0.555,POSITIVE
82303169943.25641,2508909502323.3193,-13500000.0,91900000000000.0,-1.6949999999999998,NEGATIVE
50608587.982991725,1134365562.0905137,-78900.0,28800000000.0,15.9,NEUTRAL
10690722.720902633,306780973.6040764,-40500000.0,10100000000.0,4.755,NEUTRAL
1356905780893.4866,39587189782249.11,-934000000.0,1290000000000000.0,-53.8,NEGATIVE
2906629306.184929,64050742217.73127,-9070000000.0,1770000000000.0,-0.9415,POSITIVE
19631283.187503926,577096113.3916818,-81800000.0,19000000000.0,5.5649999999999995,NEUTRAL
125052131221.29857,3624393716914.2397,-96700000.0,109000000000000.0,-55.95,NEGATIVE
11379640956753.404,331058814699613.56,-12300000000000.0,1.03e+16,2.2,NEGATIVE
354810036994.5704,10315064080868.014,-61200000000.0,323000000000000.0,-2.06,NEGATIVE
24501536.52036934,795996061.8382273,-72200.0,31100000000.0,6.855,NEUTRAL
22509781.75072194,726259810.43717,-26300000.0,28200000000.0,5.89,NEUTRAL
16923120.053060494,495000961.51038367,-102000000.0,15500000000.0,4.27,NEUTRAL
14101279.053386146,439416003.48628074,-55100000.0,16500000000.0,5.395,NEUTRAL
37444533.86438588,1088695151.9698164,-269000.0,34600000000.0,5.3,NEUTRAL
23447006.43551331,744627404.8248842,-48300000.0,28700000000.0,2.45,NEUTRAL
